XMDTENT,XMDTSITE,XMDTDOCNO,XMDTDOCDT,XMDT004,XMDT002,XMDT003,XMDTSTUS,XMDT015
3,JINPAO,JP2101-20161222227,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-09-20 00:00:00
3,JINPAO,JP2101-20161222228,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2014-09-23 00:00:00
3,JINPAO,JP2101-20161222229,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222230,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222231,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222232,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222233,2016-12-22 00:00:00,J007,520025,JINPAO,Y,2014-09-26 00:00:00
3,JINPAO,JP2101-20161222234,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2014-09-27 00:00:00
3,JINPAO,JP2101-20161222235,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2014-09-27 00:00:00
3,JINPAO,JP2101-20161222236,2016-12-22 00:00:00,M027,520025,JINPAO,Y,2014-09-27 00:00:00
3,JINPAO,JP2101-20161222237,2016-12-22 00:00:00,M022,520025,JINPAO,Y,2014-09-29 00:00:00
3,JINPAO,JP2101-20161222238,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2014-09-23 00:00:00
3,JINPAO,JP2101-20161222239,2016-12-22 00:00:00,S041,520025,JINPAO,Y,2014-09-01 00:00:00
3,JINPAO,JP2101-20161222240,2016-12-22 00:00:00,P020,520025,JINPAO,Y,2014-09-01 00:00:00
3,JINPAO,JP2101-20161222241,2016-12-22 00:00:00,F021,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222242,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-09-29 00:00:00
3,JINPAO,JP2101-20161222243,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-09-29 00:00:00
3,JINPAO,JP2101-20161222244,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-09-30 00:00:00
3,JINPAO,JP2101-20161222245,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-09-30 00:00:00
3,JINPAO,JP2101-20161222246,2016-12-22 00:00:00,T044,520025,JINPAO,Y,2014-09-30 00:00:00
3,JINPAO,JP2101-20161222247,2016-12-22 00:00:00,T044,520025,JINPAO,Y,2014-09-30 00:00:00
3,JINPAO,JP2101-20161222248,2016-12-22 00:00:00,J008,520025,JINPAO,Y,2014-09-30 00:00:00
3,JINPAO,JP2101-20161222249,2016-12-22 00:00:00,B009,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222250,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222251,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222252,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222253,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-09-24 00:00:00
3,JINPAO,JP2101-20161222254,2016-12-22 00:00:00,O008,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222255,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222256,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222257,2016-12-22 00:00:00,J008,520025,JINPAO,X,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222258,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2014-09-26 00:00:00
3,JINPAO,JP2101-20161222259,2016-12-22 00:00:00,J007,520025,JINPAO,Y,2014-09-26 00:00:00
3,JINPAO,JP2101-20161222260,2016-12-22 00:00:00,I004,520025,JINPAO,Y,2014-09-25 00:00:00
3,JINPAO,JP2101-20161222261,2016-12-22 00:00:00,M027,520025,JINPAO,Y,2014-10-01 00:00:00
3,JINPAO,JP2101-20161222262,2016-12-22 00:00:00,J007,520025,JINPAO,Y,2014-10-01 00:00:00
3,JINPAO,JP2101-20161222263,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2014-10-02 00:00:00
3,JINPAO,JP2101-20161222264,2016-12-22 00:00:00,F023,520025,JINPAO,Y,2014-10-03 00:00:00
3,JINPAO,JP2101-20161222265,2016-12-22 00:00:00,A010,520025,JINPAO,Y,2014-09-29 00:00:00
3,JINPAO,JP2101-20161222266,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-10-01 00:00:00
3,JINPAO,JP2101-20161222267,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222268,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222269,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222270,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222271,2016-12-22 00:00:00,M019,520025,JINPAO,Y,2014-08-29 00:00:00
3,JINPAO,JP2101-20161222272,2016-12-22 00:00:00,F021,520025,JINPAO,Y,2014-08-29 00:00:00
3,JINPAO,JP2101-20161222273,2016-12-22 00:00:00,F021,520025,JINPAO,Y,2014-08-29 00:00:00
3,JINPAO,JP2101-20161222274,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2014-08-29 00:00:00
3,JINPAO,JP2101-20161222275,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2014-09-02 00:00:00
3,JINPAO,JP2101-20161222276,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2014-09-03 00:00:00
3,JINPAO,JP2101-20161222277,2016-12-22 00:00:00,M027,520025,JINPAO,Y,2014-09-03 00:00:00
3,JINPAO,JP2101-20161222278,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222279,2016-12-22 00:00:00,I004,520025,JINPAO,Y,2014-08-28 00:00:00
3,JINPAO,JP2101-20161222002,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-08-27 00:00:00
3,JINPAO,JP2101-20161222003,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222004,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-20 00:00:00
3,JINPAO,JP2101-20161222005,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222006,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222007,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-09-03 00:00:00
3,JINPAO,JP2101-20161222008,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-08-27 00:00:00
3,JINPAO,JP2101-20161222009,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222010,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222011,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222012,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222013,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222014,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222015,2016-12-22 00:00:00,T037,520025,JINPAO,Y,2011-10-25 00:00:00
3,JINPAO,JP2101-20161222016,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222017,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222018,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222019,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222020,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222021,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222022,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222023,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222024,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222025,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222026,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222027,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222028,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222029,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222030,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222031,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222032,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222033,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222034,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222035,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222036,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222037,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222038,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222039,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222040,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222041,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222042,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222043,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222044,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222045,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222046,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222047,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222048,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222049,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222050,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222051,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222052,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222053,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-27 00:00:00
3,JINPAO,JP2101-20161222054,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-10-28 00:00:00
3,JINPAO,JP2101-20161222055,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222056,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222057,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222058,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2011-10-25 00:00:00
3,JINPAO,JP2101-20161222059,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222060,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222061,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222062,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-26 00:00:00
3,JINPAO,JP2101-20161222063,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222064,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222065,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-10-27 00:00:00
3,JINPAO,JP2101-20161222066,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-10-29 00:00:00
3,JINPAO,JP2101-20161222067,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-10-29 00:00:00
3,JINPAO,JP2101-20161222068,2016-12-22 00:00:00,D008,520025,JINPAO,Y,2011-10-31 00:00:00
3,JINPAO,JP2101-20161222069,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-11-01 00:00:00
3,JINPAO,JP2101-20161222070,2016-12-22 00:00:00,D013,520025,JINPAO,Y,2011-11-01 00:00:00
3,JINPAO,JP2101-20161222071,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-11-07 00:00:00
3,JINPAO,JP2101-20161222072,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222073,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222074,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2011-10-25 00:00:00
3,JINPAO,JP2101-20161222075,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222076,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222077,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-28 00:00:00
3,JINPAO,JP2101-20161222078,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222079,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222080,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222081,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222082,2016-12-22 00:00:00,L001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222083,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222084,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222085,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222086,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-08-27 00:00:00
3,JINPAO,JP2101-20161222087,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-08-27 00:00:00
3,JINPAO,JP2101-20161222088,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222089,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222090,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222091,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222092,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222093,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222094,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222095,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222096,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222097,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222098,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222099,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222100,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222101,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222102,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222103,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222104,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222105,2016-12-22 00:00:00,E002,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161222106,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222107,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222108,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222109,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222110,2016-12-22 00:00:00,K012,520025,JINPAO,Y,2014-08-19 00:00:00
3,JINPAO,JP2101-20161222111,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2014-08-20 00:00:00
3,JINPAO,JP2101-20161222112,2016-12-22 00:00:00,S024,520025,JINPAO,Y,2014-08-21 00:00:00
3,JINPAO,JP2101-20161222113,2016-12-22 00:00:00,I004,520025,JINPAO,Y,2014-08-23 00:00:00
3,JINPAO,JP2101-20161222114,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-08-25 00:00:00
3,JINPAO,JP2101-20161222115,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2014-08-25 00:00:00
3,JINPAO,JP2101-20161222116,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222117,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222118,2016-12-22 00:00:00,E008,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222119,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2014-08-16 00:00:00
3,JINPAO,JP2101-20161222120,2016-12-22 00:00:00,I004,520025,JINPAO,Y,2014-08-21 00:00:00
3,JINPAO,JP2101-20161222121,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2014-08-25 00:00:00
3,JINPAO,JP2101-20161222122,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222123,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222124,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161222125,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2014-08-26 00:00:00
3,JINPAO,JP2101-20161225675,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-05-16 00:00:00
3,JINPAO,JP2101-20161225676,2016-12-22 00:00:00,S004,520025,JINPAO,Y,2012-05-19 00:00:00
3,JINPAO,JP2101-20161225677,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-19 00:00:00
3,JINPAO,JP2101-20161225678,2016-12-22 00:00:00,X001,520025,JINPAO,Y,2012-05-19 00:00:00
3,JINPAO,JP2101-20161225679,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2012-05-12 00:00:00
3,JINPAO,JP2101-20161225680,2016-12-22 00:00:00,Y002,520025,JINPAO,Y,2012-05-12 00:00:00
3,JINPAO,JP2101-20161225681,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-05-19 00:00:00
3,JINPAO,JP2101-20161225682,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-05-20 00:00:00
3,JINPAO,JP2101-20161225683,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-20 00:00:00
3,JINPAO,JP2101-20161225684,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-05-21 00:00:00
3,JINPAO,JP2101-20161225685,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-05-21 00:00:00
3,JINPAO,JP2101-20161225686,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-22 00:00:00
3,JINPAO,JP2101-20161225687,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2012-05-23 00:00:00
3,JINPAO,JP2101-20161225688,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-23 00:00:00
3,JINPAO,JP2101-20161225689,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-23 00:00:00
3,JINPAO,JP2101-20161225690,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-23 00:00:00
3,JINPAO,JP2101-20161225691,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-05-24 00:00:00
3,JINPAO,JP2101-20161225692,2016-12-22 00:00:00,W002,520025,JINPAO,Y,2012-05-24 00:00:00
3,JINPAO,JP2101-20161225693,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-14 00:00:00
3,JINPAO,JP2101-20161225694,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2012-05-15 00:00:00
3,JINPAO,JP2101-20161225695,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-15 00:00:00
3,JINPAO,JP2101-20161225696,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-05-18 00:00:00
3,JINPAO,JP2101-20161225697,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-18 00:00:00
3,JINPAO,JP2101-20161225698,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-05-22 00:00:00
3,JINPAO,JP2101-20161225699,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-05-23 00:00:00
3,JINPAO,JP2101-20161225700,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-24 00:00:00
3,JINPAO,JP2101-20161225701,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-24 00:00:00
3,JINPAO,JP2101-20161225702,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-05-25 00:00:00
3,JINPAO,JP2101-20161225703,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-05-25 00:00:00
3,JINPAO,JP2101-20161225704,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-05-25 00:00:00
3,JINPAO,JP2101-20161225705,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-05-25 00:00:00
3,JINPAO,JP2101-20161225706,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-05-28 00:00:00
3,JINPAO,JP2101-20161225707,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-20 00:00:00
3,JINPAO,JP2101-20161225708,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-05-28 00:00:00
3,JINPAO,JP2101-20161225709,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-05-28 00:00:00
3,JINPAO,JP2101-20161225710,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2012-05-29 00:00:00
3,JINPAO,JP2101-20161225711,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-05-31 00:00:00
3,JINPAO,JP2101-20161225712,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2012-05-31 00:00:00
3,JINPAO,JP2101-20161225713,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-05-31 00:00:00
3,JINPAO,JP2101-20161225714,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2012-05-31 00:00:00
3,JINPAO,JP2101-20161225715,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2012-06-01 00:00:00
3,JINPAO,JP2101-20161225716,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2012-06-01 00:00:00
3,JINPAO,JP2101-20161225717,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225718,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225719,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2012-06-05 00:00:00
3,JINPAO,JP2101-20161225720,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-06 00:00:00
3,JINPAO,JP2101-20161225721,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-05-21 00:00:00
3,JINPAO,JP2101-20161225722,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-05-25 00:00:00
3,JINPAO,JP2101-20161225723,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-05-28 00:00:00
3,JINPAO,JP2101-20161225724,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-05-30 00:00:00
3,JINPAO,JP2101-20161225725,2016-12-22 00:00:00,C020,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225726,2016-12-22 00:00:00,I002,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225727,2016-12-22 00:00:00,I002,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225728,2016-12-22 00:00:00,C017,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225729,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225730,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2012-06-02 00:00:00
3,JINPAO,JP2101-20161225731,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-06 00:00:00
3,JINPAO,JP2101-20161225732,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-06-07 00:00:00
3,JINPAO,JP2101-20161225733,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-06-11 00:00:00
